DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Pesan antar,Makanan halal,Brunch,Toilet,Santai,,,,,
,Bawa pulang,Menu untuk anak-anak,Makan siang,,,,,,,
,Makan di tempat,,Makan malam,,,,,,,
,,,Katering,,,,,,,
,,,Hidangan penutup,,,,,,,
,,,Tempat duduk,,,,,,,
