DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kursi khusus pengguna kursi roda,Cepat saji,Hidangan penutup,Kursi tinggi,Nyaman,Berkelompok,Kartu debit,-,-
,Pesan antar,,Kopi,Tempat duduk,Toilet,Santai,Ramah keluarga,Kartu kredit,,
,Bawa pulang,,,,Wi-Fi,,,,,
,Makan di tempat,,,,Wi-Fi Gratis,,,,,
