DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Antar tanpa bertemu,,Menu untuk anak-anak,Makan siang,Toilet,Santai,,,,
,Pesan antar,,,Makan malam,,,,,,
,Bawa pulang,,,Hidangan penutup,,,,,,
,Makan di tempat,,,Tempat duduk,,,,,,
