DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Antar tanpa bertemu,Pelayanan cepat,,Makanan halal,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai
,Pesan antar,,,,Makan siang,Toilet,Santai,,,
,Bawa pulang,,,,Makan malam,,,,,
,Makan di tempat,,,,Katering,,,,,
