DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Bawa pulang,,Kopi,Brunch,Toilet,Santai,,,,
,Makan di tempat,,Makanan halal,Makan siang,,,,,,
,,,Menu untuk anak-anak,Makan malam,,,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
