DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Antar tanpa bertemu,Pelayanan cepat,,Cepat saji,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Pesan antar,,,Kopi,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Kupon makanan
,Bawa pulang,,,Makanan halal,Makan siang,Toilet,,,,Kartu kredit
,Makan di tempat,,,Menu untuk anak-anak,Makan malam,,,,,
,,,,Pilihan menu sehat,Hidangan penutup,,,,,
,,,,Pilihan menu vegetarian,Tempat duduk,,,,,
