DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Kopi,Cocok untuk anak-anak,Nyaman,Hanya tunai,-,-,-,-,-
,Bawa pulang,Menu untuk anak-anak,,Santai,,,,,,
,Makan di tempat,,,,,,,,,
