DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,Toilet khusus pengguna kursi roda,Hidangan organik,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai
,Ambil di tepi jalan,Perapian,,Kopi,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Kartu debit
,Pesan antar,,,Makanan halal,Makan siang,Toilet,,,,
,Bawa pulang,,,Makanan happy hour,Makan malam,Wi-Fi,,,,
,Makan di tempat,,,Menu untuk anak-anak,Katering,Wi-Fi Gratis,,,,
,,,,Minuman happy hour,Hidangan penutup,,,,,
,,,,Pilihan menu vegetarian,Tempat duduk,,,,,
,,,,Salad prasmanan,,,,,,
