DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Koktail enak,Alkohol,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Bawa pulang,,Bir,Makan siang,Kursi tinggi,Santai,,,Kartu kredit,
,Makan di tempat,,Koktail,Makan malam,Memiliki bar,,,,,
,,,Kopi,Hidangan penutup,Toilet,,,,,
,,,Makanan halal,Tempat duduk,,,,,,
,,,Menu untuk anak-anak,,,,,,,
