DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Makan di tempat,Karaoke,Alkohol,Boleh membawa makanan dari luar,Toilet,Nyaman,Berkelompok,Menerima reservasi,Cek,-
,,,Makanan,Tempat duduk,Wi-Fi,Santai,,,Hanya tunai,
,,,,,Wi-Fi Gratis,,,,Kartu debit,
