DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Bawa pulang,Makanan halal,,,Santai,,,,,
,Makan di tempat,,,,,,,,,
