DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
"Tempat makan yang menyajikan aneka hidangan khas Nusantara, serta perpaduan Barat dan Asia.",-,Tempat duduk di area terbuka,Pelayanan cepat,,Alkohol,Sarapan,Cocok untuk anak-anak,Kelas atas,Berkelompok,Menerima reservasi
,,Antar tanpa bertemu,,,Bir,Brunch,Kursi tinggi,Nyaman,,
,,Pesan antar,,,Kopi,Makan siang,Toilet,Santai,,
,,Bawa pulang,,,Makanan halal,Makan malam,,,,
,,Makan di tempat,,,Menu untuk anak-anak,Hidangan penutup,,,,
,,,,,Pilihan menu sehat,Tempat duduk,,,,
