DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Alkohol,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Bawa pulang,,Kopi,Makan siang,Memiliki bar,Santai,Ramah keluarga,,Kartu debit,
,Makan di tempat,,,Makan malam,Toilet,,,,Pembayaran NFC dengan ponsel,
,,,,Hidangan penutup,Wi-Fi,,,,,
,,,,Tempat duduk,Wi-Fi Gratis,,,,,
