DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,,Kopi,Makan siang,Toilet,Nyaman,Berkelompok,Menerima reservasi,-,-
,Bawa pulang,,Makanan halal,Makan malam,,Santai,,,,
,Makan di tempat,,,,,,,,,
