DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Cepat saji,Brunch,Toilet,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Antar tanpa bertemu,,Hidangan larut malam,Makan siang,,Santai,,,Kartu kredit,
,Pesan antar,,Kopi,Makan malam,,,,,,
,Bawa pulang,,,Hidangan penutup,,,,,,
,Makan di tempat,,,Tempat duduk,,,,,,
