DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Makanan halal,Sarapan,Cocok untuk anak-anak,Nyaman,Hanya tunai,-,-,-,-
,Bawa pulang,,Makan siang,,Santai,,,,,
,Makan di tempat,,Makan malam,,,,,,,
