DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Makanan halal,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-
,Bawa pulang,,,Makan siang,,Santai,,,,
,Makan di tempat,,,Tempat duduk,,,,,,
