DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Koktail enak,Alkohol,Toilet,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Makan di tempat,,Bir,,Santai,,,,,
,,,Koktail,,,,,,,
,,,Makanan,,,,,,,
,,,Makanan di bar,,,,,,,
,,,Wine,,,,,,,
