DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Antar tanpa bertemu,Kopi,Hidangan penutup,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Pesan antar,,,Toilet,Santai,,,,,
,Drive-through,,,,,,,,,
,Bawa pulang,,,,,,,,,
,Makan di tempat,,,,,,,,,
