DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Koktail enak,Kursi khusus pengguna kursi roda,Alkohol,Tempat duduk,Toilet,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Pesan antar,,Lift khusus pengguna kursi roda,Bir,,Wi-Fi,Santai,,,Kartu kredit
,Bawa pulang,,,Koktail,,Wi-Fi Gratis,,,,
,Makan di tempat,,,Makanan,,,,,,
,,,,Makanan di bar,,,,,,
,,,,Menari,,,,,,
,,,,Minuman keras,,,,,,
,,,,Wine,,,,,,
