DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,,Hidangan larut malam,Cocok untuk anak-anak,Santai,-,-,-,-,-
,Bawa pulang,,Makanan halal,,,,,,,
,Makan di tempat,,Menu untuk anak-anak,,,,,,,
