DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Hidangan larut malam,Makan malam,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Makan di tempat,Makanan halal,,,Santai,,,,,
,,Menu untuk anak-anak,,,,,,,,
