DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Bawa pulang,Makanan halal,Makan malam,Toilet,Santai,,,,,
,Makan di tempat,Menu untuk anak-anak,Hidangan penutup,,,,,,,
,,,Tempat duduk,,,,,,,
