DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-
,Bawa pulang,Makanan halal,Makan siang,Toilet,Santai,,,,,
,Makan di tempat,,Tempat duduk,,,,,,,
