DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Makan siang,Toilet,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Pesan antar,,Makan malam,,Santai,,,,,
,Bawa pulang,,Hidangan penutup,,,,,,,
,Makan di tempat,,Tempat duduk,,,,,,,
