DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Makanan halal,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-
,Antar tanpa bertemu,,,Makan siang,Toilet,Santai,,,,
,Pesan antar,,,Makan malam,,,,,,
,Bawa pulang,,,Tempat duduk,,,,,,
,Makan di tempat,,,,,,,,,
