DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Koktail enak,Alkohol,Tempat duduk,Toilet,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Bawa pulang,Musik live,Bir,,,Santai,,,Kartu kredit,
,Makan di tempat,Pertunjukan live,Koktail,,,,,,,
,,,Makanan,,,,,,,
,,,Makanan di bar,,,,,,,
,,,Minuman keras,,,,,,,
,,,Wine,,,,,,,
