DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,,Makanan halal,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Bawa pulang,,Menu untuk anak-anak,Makan siang,Toilet,Santai,,,,
,Makan di tempat,,,Makan malam,,,,,,
,,,,Hidangan penutup,,,,,,
