DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Brunch,Toilet,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Antar tanpa bertemu,,,Makan siang,,Santai,,,Kartu kredit,
,Pesan antar,,,Makan malam,,,,,,
,Bawa pulang,,,Hidangan penutup,,,,,,
,Makan di tempat,,,Tempat duduk,,,,,,
