DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Pintu masuk khusus pengguna kursi roda,Kopi,Makan siang,Cocok untuk anak-anak,Santai,Berkelompok,-,-,-
,Makan di tempat,Tempat parkir khusus pengguna kursi roda,Makanan halal,Makan malam,Toilet,,,,,
,,Toilet khusus pengguna kursi roda,Menu untuk anak-anak,Hidangan penutup,,,,,,
