DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Olahraga,,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Pesan antar,,,Bir,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Kartu kredit
,Bawa pulang,,,Hidangan larut malam,Makan siang,Memiliki bar,,,,
,Makan di tempat,,,Kopi,Makan malam,Toilet,,,,
,,,,Minuman keras,Hidangan penutup,Wi-Fi,,,,
,,,,,Tempat duduk,Wi-Fi Gratis,,,,
