DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-
,Bawa pulang,,Kopi,Makan siang,Toilet,Santai,,,,
,Makan di tempat,,Makanan halal,Makan malam,,,,,,
,,,Menu untuk anak-anak,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
