DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Tempat duduk,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-,-
,Bawa pulang,,,,Santai,,,,,
,Makan di tempat,,,,,,,,,
