DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Tempat duduk di atap,,Alkohol,Makan malam,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai
,Bawa pulang,,,Hidangan larut malam,Hidangan penutup,Memiliki bar,Santai,Ramah keluarga,,Kupon makanan
,Makan di tempat,,,Kopi,Tempat duduk,Toilet,,,,
,,,,Makanan siap saji,,Wi-Fi,,,,
,,,,Menu untuk anak-anak,,Wi-Fi Gratis,,,,
