DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,,Makanan halal,Sarapan,Cocok untuk anak-anak,Santai,Berkelompok,Hanya tunai,-,-
,Makan di tempat,,,Makan siang,,,,,,
,,,,Makan malam,,,,,,
