DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Antar tanpa bertemu,Pintu masuk khusus pengguna kursi roda,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-
,Pesan antar,,Kopi,Makan siang,Memiliki bar,Santai,Ramah keluarga,,Kartu debit,
,Bawa pulang,,Makanan halal,Makan malam,Toilet,,,,Pembayaran NFC dengan ponsel,
,Makan di tempat,,Menu untuk anak-anak,Katering,Toilet netral gender,,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
