DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Pintu masuk khusus pengguna kursi roda,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Makan di tempat,Toilet khusus pengguna kursi roda,Kopi,Brunch,Toilet,Santai,,,Kartu kredit,
,,,Makanan halal,Makan siang,,,,,,
,,,Menu untuk anak-anak,Makan malam,,,,,,
,,,,Hidangan penutup,,,,,,
