DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Hidangan penutup,Anjing boleh masuk,Nyaman,Berkelompok,-,-,-
,Antar tanpa bertemu,,,Tempat duduk,Cocok untuk anak-anak,Santai,Ramah keluarga,,,
,Pesan antar,,,,Kursi tinggi,,,,,
,Bawa pulang,,,,Memiliki bar,,,,,
,Makan di tempat,,,,Toilet,,,,,
,,,,,Toilet netral gender,,,,,
,,,,,Wi-Fi,,,,,
,,,,,Wi-Fi Gratis,,,,,
