DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,Pintu masuk khusus pengguna kursi roda,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-
,Makan di tempat,Toilet khusus pengguna kursi roda,Makanan halal,Makan siang,Toilet,Santai,,,,
,,,Menu untuk anak-anak,Makan malam,,,,,,
