DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Kopi,Brunch,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-
,Bawa pulang,,,Makan malam,Toilet,Santai,,,,
,Makan di tempat,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
