DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Ambil di tepi jalan,Kopi,Nyaman,Berkelompok,Hanya tunai,-,-,-,-,-
,Bawa pulang,,Santai,,,,,,,
,Makan di tempat,,,,,,,,,
