DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Ambil di tepi jalan,,Makanan halal,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Antar tanpa bertemu,,,,Toilet,Santai,,,Kartu kredit,
,Pesan antar,,,,Toilet netral gender,,,,,
,Bawa pulang,,,,Wi-Fi,,,,,
,Makan di tempat,,,,Wi-Fi Gratis,,,,,
