DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Musik live,,Hidangan larut malam,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,Pesan antar,Pertunjukan live,,Kopi,Makan malam,Kursi tinggi,Santai,Ramah keluarga,,Kartu kredit
,Bawa pulang,,,,Hidangan penutup,Memiliki bar,,,,
,Makan di tempat,,,,Tempat duduk,Toilet,,,,
,,,,,,Wi-Fi,,,,
,,,,,,Wi-Fi Gratis,,,,
