DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-
,Antar tanpa bertemu,,Kopi,Brunch,Kursi tinggi,Santai,,,,
,Pesan antar,,Menu untuk anak-anak,Makan siang,Memiliki bar,,,,,
,Bawa pulang,,,Makan malam,Toilet,,,,,
,Makan di tempat,,,Hidangan penutup,Wi-Fi,,,,,
,,,,Tempat duduk,Wi-Fi Gratis,,,,,
