DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Hidangan larut malam,Tempat duduk,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-
,Bawa pulang,,Kopi,,,Santai,,,,
,Makan di tempat,,,,,,,,,
