DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-,-,-
,,,Hidangan penutup,Toilet,Santai,,,,,
