DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Pelayanan cepat,,Cepat saji,Makan malam,Cocok untuk anak-anak,Lagi ngetren,Berkelompok,Hanya tunai,-
,Bawa pulang,,,Hidangan larut malam,Tempat duduk,,Nyaman,,,
,Makan di tempat,,,Kopi,,,Santai,,,
,,,,Menu untuk anak-anak,,,,,,
,,,,Pilihan menu sehat,,,,,,
