DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Perapian,,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Hanya tunai,-
,Pesan antar,,,Menu untuk anak-anak,Brunch,Toilet,Santai,Ramah keluarga,Kartu debit,
,Bawa pulang,,,,Makan siang,Wi-Fi,,,Pembayaran NFC dengan ponsel,
,Makan di tempat,,,,Makan malam,Wi-Fi Gratis,,,Kartu kredit,
,,,,,Hidangan penutup,,,,,
,,,,,Tempat duduk,,,,,
