DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
Resto yang buka setiap hari dengan sajian menu Barat & Indonesia di tempat yang tenang berdekorasi ala Asia.,-,Tempat duduk di area terbuka,,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,,Bawa pulang,,Bir,Brunch,Toilet,Santai,,,Pembayaran NFC dengan ponsel
,,Makan di tempat,,Hidangan larut malam,Makan siang,,,,,Kartu kredit
,,,,Kopi,Makan malam,,,,,
,,,,Makanan halal,Hidangan penutup,,,,,
,,,,,Tempat duduk,,,,,
