DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Makan malam,Nyaman,Berkelompok,-,-,-,-,-
,Bawa pulang,,Tempat duduk,Santai,,,,,,
,Makan di tempat,,,,,,,,,
