PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Platinum Kitchen Bar  Lounge,,,,,,,
,https://www.google.com/maps/search/Platinum Kitchen Bar  Lounge jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,11 bulan lalu,Ida Ningrat,Local Guide,35 ulasan,Salah satu tempat dugem yang elite di jogja dengan pelayanan yang ramah.. disini ada 3 lantai lho lantai 1 nya ada coffee shop trus lantai 2 ada lounge nya dan yang harus kalian datengin itu lantai 3nya bener2 full club yaaaa.. Yang lagi main k jogja tempat ini recommended bgt buat kalian yg nyari tempat dugem dijogja.. klo kesini lengkap deh.. 😘😘😘,5
,,4 bulan lalu,Dcha,-,2 ulasan,"Buat Kalian pecinta Clubbing, atau sekedar Denger2 live musik dan DJ RnB PLATINUM 2nd floor tempatnya, Untuk Santai dan Party bersama teman2 di platinum juga ada 3nd floor dengan nuansa lighting yang bagus dengan lounge yg lumayan besar ,dengan Musik Dj modern dengan pelayanan yang ramah nyaman dan tidak kaah menarik dengn lainnya",5
,,4 bulan lalu,Bagas Syahdiwiana,-,1 ulasan,"Setiap ke jogja selalu mampir ke Platinum Jogja 3rd floor. Tempatnya asik bgt, lighting yang tidak mengecewakan, harga juga terjangkau dengan kualitas pelayanan yang sangat baik karyawan2 nya. Overall this is recomend🙌 …",5
,,4 bulan lalu,Bejo dosantos,-,2 ulasan,Di echantenya tempat ngopinya enak bgt di atas jga buat party asik bgt trus guardnya ganteng ganteng ramah baik istimewa pokoknya,5
,,4 bulan lalu,Rubek najwa Najwa,-,1 ulasan,Recomend. Pokoknya kalau ke jogja wajib lah datang di platinum tempatnya bagus keamanan juga sangat saefty all staff berettitude tinggi... pokoknya mantap lah,5
,,2 tahun lalu,Adriana,-,1 ulasan,"shopkeeper sudah baik, tp barang cuma itu² aja, kesannya membosankan, kalah saing sm yg lain, harganya pun sedikit mahal dibandingkan vapestore lain",2
,,sebulan lalu,Irfan Sasmita,-,4 ulasan,"Kamis, 13 April 2023 kami mau ada bukber buat 50 orang, sudah reservasi tempat 2 hari yg lalu, dan dikasih di lantai 2.
Untuk suasananya sih oke"" aja, malah bisa dibilang enak bgt
Cuman masalahnya pelayanannya kurang bgt, sangat kurang malahan. Seharusnya kalo emang udah di-reservasi baiknya dipersiapkan dari awal dgn matang. Kami 50 orang datang sebelum adzan maghrib, dan pas waktu buka hanya es buah aja yg dianter, sedangkan buat makanannya baru mulai dianter pas mendekati isya. Itu pun belum semuanya.
Akhirnya sampai jam 20.00 juga belum selesai dibikin, ada sekitar 10an orang yg belum makan.
Saran aja buat platinum, koordinasi mohon diperbaiki, persiapan tolong yg matang.
Kasian pelanggannya yg belum makan sejak sahur harus menunggu sampai jam 9 baru bisa makan.",1
