PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
Olivine Cafe  Bar,,,,,,,
,https://www.google.com/maps/search/Olivine Cafe  Bar jogja,,,,,,
,,,,,,,
,,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,4 tahun lalu,Johanes Rumbino,Local Guide,29 ulasan,"Tempat nongkrong yang nyaman, ada promo untuk produk tertentu... harga terjangkau dan pelayanan nya ramah... overall okay😀😀 …",5
,,5 tahun lalu,faisal farezi,Local Guide,126 ulasan,"Nice place, tidak terlalu ramai seperti di rumah sendiri bisa ngobrol2 dengan teman tanpa kebisingan. Harga standar",4
,,4 tahun lalu,Prasetyo Agung,-,1 ulasan,"recomended banget buat nongkrong bareng sahabat,tempatnya nyaman ,asik",5
,,3 tahun lalu,Yanuar Rizki,Local Guide,22 ulasan,"Pros: sering ada promo beer bundle, ada musik dari youtube, ada colokan listrik untuk ngecharge. Ada juga coffe shop di lt2. AC. Tempat parkir luas, untuk mobil maupun motor. Ada yang jaga parkir. Dan parkirnya free.

Cons: titik AC hanya ada satu, dan itu di pintu masuk staff ke belakang/gudang, dekat dengan meja bar&chasier. Dan tidak ada AC lainnya ataupun kipas angin di sudut lain, sehingga membuat ruangan menjadi sesak/gerah. Mengapa demikian? Mungkin karna design bangunan yang bagian depan hanya ada pintu, sebagai akses udara masuk, tidak adanya jendela. Dan membuat beberapa spot tempat duduk menjadi tidak sejuk.

Selain itu, penyetelan musik yang sering kali tidak full, atau di ganti di tengah² dengan lagu lain ketika musik sedang berputar, membuat rasa tidak nyaman bagi saya sebagai pengunjung. Genre musik yang terlalu abstrak, dimana terkadang staff yang bertugas memutar musik ""galau"" Lalu diganti dengan lalu jazz, habis itu balik lagi diputar lagu ""galau"" Tersebut. Kurang pas rasanya jika random seperti itu. Alangkah lebih baik jika pemutaran lagu teratur, diberi arahan jam kapan sebuah genre lagu diputar, dan kapan akan diganti dengan genre lainnya. Sehingga suasana yang ada didalam ruangan terasa nyaman dan santai.",3
,,2 tahun lalu,Arifin Ahmad,Local Guide,69 ulasan,Aku suka,5
,,5 tahun lalu,JoAnn Joe,Local Guide,67 ulasan,Masuk harus langsung pesan menu  di meja bar krn tak ada pelayan yg datang menawarkan. Beer murah snack murah. 2 lantai tp terkesan sempit. Musik keras & penuh asap rokok krn pintu keluar hanya dari depan suasana remang. Makin malam makin banyak yg datang.,3
,,3 tahun lalu,Wisangtitis Setyaji,Local Guide,38 ulasan,"Cozy place, pilihan gak terlalu banyak (cocok untuk yang srring bingung milih seperti saya haha), harga bersaing. Slot parkir mobil gak banyak ya",5
,,setahun lalu,M. Wahyu Dian P,-,7 ulasan,Nyaman banget lepas suntuk. Vibe nya positip sekalee. Thx olivineee,5
,,3 tahun lalu,Marthen Togar,Local Guide,66 ulasan,"Olivine Bar merupakan tempat melepas penat disekitar jl. Perumnas condongcatur Yogyakarta, di olivine Bar terdapat berbagai Varian minuman mulai dari Bali hai, Anker ,prost Dan lain"", jika beruntung akan mendapatkan promo paketan Dan live music yang sangat menghibur.",5
,,6 tahun lalu,dwi dewe,Local Guide,10 ulasan,Tempatnya cozy banget buat kongkow. Servicenya juga asik abis. Buat yg suka nongs. Recomend deeeh. Masalah harga sesuai kok.,5
,,9 bulan lalu,Monica Nadasella,Local Guide,80 ulasan,"tempatnya oke, ada live musiknya juga",5
,,3 tahun lalu,Syakira Zanqueen,Local Guide,145 ulasan,Suka banget disini karena karyawannya baik. Pas ultah temen dibantuin... Tempatnya bersih rapi good,4
,,setahun lalu,Masuji,Local Guide,9 ulasan,"paling nyaman, enak buat ngobrol santai",5
,,setahun lalu,Hello_Ajie,Local Guide,73 ulasan,"Agak pengap aja, sirkulasi bisa ditjngkatkan lagi",4
,,setahun lalu,Abidin Jogja,-,2 ulasan,"Tempat nongkrong yang asiiikk.
Tersedia promo promo beer murah",4
,,3 tahun lalu,Gracia Ananda,Local Guide,47 ulasan,"Harga bir terjangkau, tempat nyaman untuk nongkrong dan ada live music",5
,,5 tahun lalu,Vikas Pananjaya,Local Guide,55 ulasan,lumayan cocok nongkrong ramean,4
,,5 tahun lalu,Arie Wahyu Firmanto,Local Guide,173 ulasan,"Homy dan beer nya murah, saya akan kesini lagi klo berkunjung ke jogja..",5
,,3 tahun lalu,Irma Herawati,Local Guide,91 ulasan,"Suasananya menarik, menu lumayan berfariasi dan karyawannya ramah.",4
,,5 tahun lalu,Satya Hermawan,Local Guide,8 ulasan,"Tempat enak buat nongkrong sambil ngebeer. Murah, dan banyak jenis beer.",4
,,4 tahun lalu,Iant Tukan,Local Guide,40 ulasan,"Good service, kalau boleh perpanjang waktu bukanya hihihii",5
,,3 tahun lalu,Nikolas Noel,-,6 ulasan,"Pelayanan baik, friendly, tempat nyaman harga oke",5
,,5 tahun lalu,Exa Oda,Local Guide,81 ulasan,Nyaman buat kowkong ama kawan2...,5
,,6 tahun lalu,Arman Ae,Local Guide,12 ulasan,Tempat ini santai dan harga beernya murah,5
,,3 tahun lalu,Zetsu Putih,Local Guide,139 ulasan,"buat jedug"" malem mingguan mantep nih",5
