,place_id,name,status,formatted_address,formatted_phone_number,geometry_location_lat,geometry_location_lng,geometry_viewport_northeast_lat,geometry_viewport_northeast_lng,geometry_viewport_southwest_lat,geometry_viewport_southwest_lng,opening_hours_weekday_text,rating,serves_beer,serves_wine,user_ratings_total,website,price_level,wheelchair_accessible_entrance,street_address,district,city,regency,province,postal_number,plus_code_global_code,photo_link
0,ChIJCROHI2hYei4RuiDYVsDvDtg,Jogja Festival Resto And Fun Cafe,OK,"69M3+4M4, Jl. Jambon, Kragilan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",(0274) 5304968,-7.7672291,110.3542079,-7.765973669708497,110.3556284802915,-7.768671630291502,110.3529305197085,"['Senin: 10.00–22.00', 'Selasa: 10.00–22.00', 'Rabu: 10.00–22.00', 'Kamis: 10.00–22.00', 'Jumat: 10.00–22.00', 'Sabtu: 10.00–22.00', 'Minggu: 10.00–22.00']",4.5,False,False,32.0,http://slemanfest.cafe/,,,Jl. Jambon,Kec. Mlati,,Kabupaten Sleman,Daerah Istimewa Yogyakarta,55284,,https://maps.google.com/maps/contrib/102320396648416440699
1,ChIJd5Q4fDBYei4RG6uDmHe8xXs,Roaster And Bear Restaurant,OK,"Jl. P. Mangkubumi No.52, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",(0274) 2920027,-7.784564599999999,110.3671832,-7.783360819708498,110.3684069802915,-7.786058780291502,110.3657090197085,"['Senin: 11.00–22.00', 'Selasa: 11.00–22.00', 'Rabu: 11.00–22.00', 'Kamis: 11.00–22.00', 'Jumat: 11.00–22.00', 'Sabtu: 11.00–22.00', 'Minggu: 11.00–22.00']",4.6,True,True,5232.0,https://linktr.ee/roasterandbear,2.0,True,Jl. P. Mangkubumi No.52,Kec. Jetis,Kota Yogyakarta,,Daerah Istimewa Yogyakarta,55233,6P4G6988+5V,https://maps.google.com/maps/contrib/105014381656380185346
