DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Pintu masuk khusus pengguna kursi roda,Alkohol,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Antar tanpa bertemu,,Hidangan larut malam,Brunch,Kursi tinggi,Santai,Ramah keluarga,,Pembayaran NFC dengan ponsel,
,Pesan antar,,Hidangan organik,Makan siang,Memiliki bar,,,,,
,Bawa pulang,,Kopi,Makan malam,Toilet,,,,,
,Makan di tempat,,Makanan happy hour,Hidangan penutup,Wi-Fi,,,,,
,,,Makanan siap saji,Tempat duduk,Wi-Fi Gratis,,,,,
,,,Minuman happy hour,,,,,,,
