DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Makan siang,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Hanya tunai,-,-
,Bawa pulang,,Makan malam,Toilet,Santai,,,Pembayaran NFC dengan ponsel,,
,Makan di tempat,,Tempat duduk,Wi-Fi,,,,,,
,,,,Wi-Fi Gratis,,,,,,
