DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Pesan antar,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Ramah keluarga,-,-,-,-
,Bawa pulang,Hidangan organik,Brunch,Memiliki bar,Santai,,,,,
,Makan di tempat,Kopi,Makan siang,Toilet,,,,,,
,,Makanan happy hour,Makan malam,Toilet netral gender,,,,,,
,,Makanan siap saji,Katering,Wi-Fi,,,,,,
,,Menu untuk anak-anak,Hidangan penutup,Wi-Fi Gratis,,,,,,
,,Minuman happy hour,Tempat duduk,,,,,,,
,,Pilihan menu vegetarian,,,,,,,,
,,Varian menu vegan,,,,,,,,
