DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,-,-,-
,Antar tanpa bertemu,,Brunch,Toilet,Santai,,,,,
,Pesan antar,,Makan siang,,,,,,,
,Bawa pulang,,Makan malam,,,,,,,
,Makan di tempat,,Hidangan penutup,,,,,,,
,,,Tempat duduk,,,,,,,
