DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Antar tanpa bertemu,,Kopi,Brunch,Kursi tinggi,Santai,,,Pembayaran NFC dengan ponsel,
,Pesan antar,,,Makan siang,Toilet,,,,Kartu kredit,
,Bawa pulang,,,Makan malam,,,,,,
,Makan di tempat,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
