DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Ambil di tepi jalan,Pertunjukan live,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,-,-,-
,Antar tanpa bertemu,,Makanan siap saji,Brunch,Kursi tinggi,Santai,Ramah keluarga,,,
,Pesan antar,,Menu untuk anak-anak,Makan siang,Toilet,,,,,
,Bawa pulang,,Minuman happy hour,Hidangan penutup,Toilet netral gender,,,,,
,Makan di tempat,,,Tempat duduk,Wi-Fi,,,,,
,,,,,Wi-Fi Gratis,,,,,
