DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Kartu debit,-,-
,Makan di tempat,,Kopi,Brunch,Kursi tinggi,Santai,Ramah keluarga,Kartu kredit,,
,,,Makanan happy hour,Makan siang,Toilet,,,,,
,,,Makanan siap saji,Makan malam,,,,,,
,,,Menu untuk anak-anak,Hidangan penutup,,,,,,
,,,Minuman happy hour,Tempat duduk,,,,,,
