DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,,Kopi,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Makan di tempat,,,Brunch,Kursi tinggi,Santai,Ramah keluarga,,,
,,,,Makan siang,Toilet,,,,,
,,,,Makan malam,Wi-Fi,,,,,
,,,,Hidangan penutup,Wi-Fi Gratis,,,,,
,,,,Tempat duduk,,,,,,
