DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Tempat duduk di area terbuka,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit,-
,Pesan antar,,Kopi,Brunch,Toilet,Santai,,,Kartu kredit,
,Bawa pulang,,,Makan siang,,,,,,
,Makan di tempat,,,Makan malam,,,,,,
,,,,Hidangan penutup,,,,,,
,,,,Tempat duduk,,,,,,
