DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
-,Bawa pulang,,Hidangan larut malam,Makan malam,Lagi ngetren,Berkelompok,Hanya tunai,-,-,-
,Makan di tempat,,Kopi,,Nyaman,,,,,
,,,Menu untuk anak-anak,,Santai,,,,,
