DESCRIPTION,SERVICE OPTION,HIGHLIGHTS,ACCESSIBILITY,OFFERINGS,DINING OPTIONS,AMENITIES,ATHMOSPHERE,CROWD,PLANNING,PAYMENTS
"Restoran luas yang menyajikan masakan Indonesia, minuman kopi dan shake bersuasana kontemporer santai.",-,Tempat duduk di area terbuka,,Hidangan larut malam,Sarapan,Cocok untuk anak-anak,Nyaman,Berkelompok,Menerima reservasi,Kartu debit
,,Antar tanpa bertemu,,Kopi,Brunch,Kursi tinggi,Santai,,,Kartu kredit
,,Pesan antar,,Makanan halal,Makan siang,Toilet,,,,
,,Bawa pulang,,Menu untuk anak-anak,Makan malam,Wi-Fi,,,,
,,Makan di tempat,,,Hidangan penutup,Wi-Fi Gratis,,,,
,,,,,Tempat duduk,,,,,
